,Unnamed: 0,"Periods (July, August)","Total number of passengers (July, August)","Total passengers arriving (July, August)","Total passengers departing (July, August)","TG (July, August)","TN (July, August)","TX (July, August)","SQ (July, August)","DR (July, August)","RH (July, August)","RHX (July, August)","Periods (July, August - All)","Total number of passengers (July, August - All)","Total passengers arriving (July, August - All)","Total passengers departing (July, August - All)","TG (July, August - All)","TN (July, August - All)","TX (July, August - All)","SQ (July, August - All)","DR (July, August - All)","RH (July, August - All)","RHX (July, August - All)",Periods (All),Total number of passengers (All),Total passengers arriving (All),Total passengers departing (All),TG (All),TN (All),TX (All),SQ (All),DR (All),RH (All),RHX (All)
197,197,,,,,,,,,,,,,,,,,,,,,,,2016-06,6203153,3095920,3107233,16.529999999999998,12.526666666666666,20.730000000000004,6.193333333333334,2.1266666666666665,4.17,1.653333333333333
198,198,,,,,,,,,,,,,,,,,,,,,,,2016-07,7074939,3325563,3749376,18.34193548387097,13.9741935483871,22.5,7.174193548387097,0.5903225806451613,1.1516129032258062,0.7580645161290321
199,199,,,,,,,,,,,,,,,,,,,,,,,2016-08,7115921,3718176,3397745,18.151612903225807,13.59032258064516,22.27741935483872,7.754838709677419,1.6354838709677415,4.300000000000001,2.003225806451613
200,200,,,,,,,,,,,,,,,,,,,,,,,2016-09,6572800,3299982,3272818,17.910000000000004,13.503333333333336,22.6,6.6433333333333335,0.4033333333333333,0.63,0.39
201,201,,,,,,,,,,,,,,,,,,,,,,,2016-10,6445707,3262872,3182835,10.403225806451612,6.625806451612903,14.138709677419351,4.619354838709678,1.1903225806451612,2.2516129032258063,0.8258064516129032
202,202,,,,,,,,,,,,,,,,,,,,,,,2016-11,5162840,2594898,2567942,5.930000000000001,2.2133333333333334,9.05,2.5966666666666662,3.01,2.826666666666667,0.8833333333333333
203,203,,,,,,,,,,,,,,,,,,,,,,,2016-12,5211659,2554056,2657603,5.112903225806451,2.119354838709677,7.796774193548384,1.9387096774193548,0.8967741935483872,0.5612903225806453,0.2483870967741935
204,204,,,,,,,,,,,,,,,,,,,,,,,2017-01,5024395,2549832,2474563,1.8709677419354835,-1.490322580645161,4.7,3.05483870967742,1.4129032258064511,1.7129032258064514,0.5096774193548388
205,205,,,,,,,,,,,,,,,,,,,,,,,2017-02,4787727,2353424,2434303,4.846428571428572,2.1535714285714285,7.353571428571427,2.2392857142857148,2.5142857142857147,2.157142857142857,0.6428571428571429
206,206,,,,,,,,,,,,,,,,,,,,,,,2017-03,5717190,2902551,2814639,8.590322580645159,4.2129032258064525,12.999999999999996,5.980645161290322,1.4451612903225806,1.429032258064516,0.5225806451612902
207,207,,,,,,,,,,,,,,,,,,,,,,,2017-04,6525509,3189652,3335857,8.743333333333334,4.0200000000000005,12.963333333333331,6.803333333333336,0.95,1.06,0.4933333333333332
208,208,,,,,,,,,,,,,,,,,,,,,,,2017-05,6988685,3523496,3465189,14.822580645161286,9.887096774193548,19.622580645161285,7.787096774193548,0.7999999999999999,1.035483870967742,0.6548387096774195
209,209,,,,,,,,,,,,,,,,,,,,,,,2017-06,6904028,3464205,3439823,17.97666666666667,13.226666666666668,22.383333333333333,7.830000000000001,1.0066666666666666,1.6866666666666672,0.8333333333333335
210,210,,,,,,,,,,,,,,,,,,,,,,,2017-07,7532873,3560737,3972136,17.95483870967742,13.351612903225808,22.35806451612904,6.680645161290324,1.7032258064516128,3.95483870967742,1.874193548387097
211,211,,,,,,,,,,,,,,,,,,,,,,,2017-08,7608101,3944170,3663931,17.53870967741935,12.9258064516129,21.90967741935484,6.05483870967742,1.5258064516129033,3.064516129032258,1.1387096774193548
212,212,,,,,,,,,,,,,,,,,,,,,,,2017-09,7044350,3555704,3488646,14.266666666666667,10.22,18.21333333333333,4.949999999999999,2.3633333333333337,5.446666666666666,2.03
213,213,,,,,,,,,,,,,,,,,,,,,,,2017-10,6975594,3517373,3458221,13.522580645161288,10.558064516129036,16.50967741935484,3.53225806451613,1.867741935483871,2.483870967741935,0.7612903225806452
214,214,,,,,,,,,,,,,,,,,,,,,,,2017-11,5657189,2848886,2808303,7.676666666666664,4.463333333333333,10.606666666666673,2.1566666666666663,2.716666666666667,2.7033333333333336,0.9533333333333336
215,215,,,,,,,,,,,,,,,,,,,,,,,2017-12,5437988,2656624,2781364,5.119354838709677,2.2806451612903227,7.351612903225806,1.0483870967741933,3.822580645161291,3.909677419354839,1.1774193548387095
216,216,,,,,,,,,,,,,,,,,,,,,,,2018-01,5410899,2735932,2674967,5.551612903225807,2.767741935483872,8.02258064516129,1.5225806451612909,2.293548387096774,2.3483870967741938,0.8419354838709675
217,217,,,,,,,,,,,,,,,,,,,,,,,2018-02,5237331,2574649,2662682,1.0821428571428573,-2.275,4.482142857142857,5.825000000000001,0.989285714285714,0.5928571428571427,0.225
218,218,,,,,,,,,,,,,,,,,,,,,,,2018-03,6151187,3111952,3039235,4.670967741935484,0.738709677419355,8.64516129032258,4.44516129032258,2.009677419354839,1.367741935483871,0.567741935483871
219,219,,,,,,,,,,,,,,,,,,,,,,,2018-04,6730695,3275700,3454995,11.913333333333336,7.133333333333334,16.523333333333333,5.676666666666665,1.7133333333333334,2.053333333333333,0.8833333333333333
220,220,,,,,,,,,,,,,,,,,,,,,,,2018-05,7261667,3666643,3595024,16.374193548387094,10.761290322580646,21.60322580645161,9.370967741935484,0.8064516129032259,1.0516129032258066,0.6387096774193549
221,221,,,,,,,,,,,,,,,,,,,,,,,2018-06,7233806,3615253,3618553,17.163333333333338,12.863333333333332,21.606666666666666,7.330000000000001,0.2533333333333333,0.19,0.0933333333333333
222,222,,,,,,,,,,,,,,,,,,,,,,,2018-07,7691695,3621660,4070035,20.5741935483871,14.503225806451612,26.206451612903223,11.061290322580648,0.1129032258064516,0.1225806451612903,0.0806451612903225
223,223,,,,,,,,,,,,,,,,,,,,,,,2018-08,7786633,4018842,3767791,18.69354838709678,13.722580645161294,23.54516129032258,6.706451612903226,1.2612903225806449,2.62258064516129,1.0387096774193547
224,224,,,,,,,,,,,,,,,,,,,,,,,2018-09,7294410,3665569,3628841,15.2,10.65666666666667,19.62666666666667,6.059999999999999,1.26,3.393333333333335,1.1
225,225,,,,,,,,,,,,,,,,,,,,,,,2018-10,7262779,3655800,3606979,12.496774193548386,8.551612903225807,16.677419354838705,5.558064516129029,1.1322580645161289,1.2741935483870968,0.2903225806451613
226,226,,,,,,,,,,,,,,,,,,,,,,,2018-11,5802548,2916663,2885885,6.96,4.253333333333334,9.653333333333334,3.0200000000000005,1.2433333333333332,0.7433333333333334,0.3366666666666667
227,227,,,,,,,,,,,,,,,,,,,,,,,2018-12,5742668,2802933,2939735,6.548387096774193,3.890322580645161,8.696774193548388,1.5225806451612909,2.8032258064516125,2.364516129032258,0.8741935483870968
228,228,,,,,,,,,,,,,,,,,,,,,,,2019-01,5495052,2777666,2717386,3.838709677419356,0.9483870967741932,6.170967741935484,1.8387096774193548,2.329032258064516,1.4677419354838706,0.4322580645161291
229,229,,,,,,,,,,,,,,,,,,,,,,,2019-02,5352301,2638163,2714138,6.346428571428571,2.185714285714285,10.75,5.1571428571428575,2.275,1.4035714285714285,0.3285714285714285
230,230,,,,,,,,,,,,,,,,,,,,,,,2019-03,6270788,3170209,3100579,7.925806451612904,4.251612903225806,11.351612903225808,4.1,2.6,2.364516129032258,0.7419354838709679
231,231,,,,,,,,,,,,,,,,,,,,,,,2019-04,6926059,3372752,3553307,11.009999999999998,6.043333333333334,15.916666666666668,8.556666666666665,0.4866666666666667,1.0833333333333333,0.5566666666666666
232,232,,,,,,,,,,,,,,,,,,,,,,,2019-05,7396960,3709789,3687171,11.661290322580646,6.925806451612902,16.112903225806452,7.2225806451612895,0.7258064516129032,0.9870967741935484,0.6032258064516127
233,233,,,,,,,,,,,,,,,,,,,,,,,2019-06,7471334,3755096,3716238,17.820000000000004,12.463333333333336,22.746666666666663,8.760000000000002,1.1266666666666665,3.79,2.223333333333333
234,234,,,,,,,,,,,,,,,,,,,,,,,2019-07,7730263,3633107,4097156,18.65806451612903,13.858064516129032,23.7258064516129,8.125806451612904,0.896774193548387,1.3870967741935485,0.5548387096774194
235,235,,,,,,,,,,,,,,,,,,,,,,,2019-08,7859458,4067875,3791583,18.82258064516129,13.967741935483874,23.51935483870968,7.76774193548387,1.0903225806451613,1.7999999999999996,0.7354838709677418
236,236,,,,,,,,,,,,,,,,,,,,,,,2019-09,7486440,3755429,3731011,15.169999999999996,10.91,19.273333333333333,5.4,2.18,3.230000000000001,1.2266666666666668
237,237,,,,,,,,,,,,,,,,,,,,,,,2019-10,7354352,3708483,3645869,11.612903225806454,8.241935483870966,15.025806451612905,3.2387096774193544,3.0806451612903225,4.380645161290323,1.6032258064516125
238,238,,,,,,,,,,,,,,,,,,,,,,,2019-11,5885771,2957800,2927971,6.6433333333333335,3.5900000000000003,9.4,2.313333333333333,2.9833333333333334,3.956666666666666,1.3300000000000003
239,239,,,,,,,,,,,,,,,,,,,,,,,2019-12,5938523,2900912,3037611,6.080645161290321,3.10967741935484,8.554838709677421,2.6,2.406451612903226,2.335483870967742,0.9322580645161294
240,240,,,,,,,,,,,,,,,,,,,,,,,2020-01,5595249,2825386,2769863,6.558064516129033,3.867741935483872,8.648387096774192,1.3806451612903223,1.9935483870967745,1.5096774193548383,0.6677419354838711
241,241,,,,,,,,,,,,,,,,,,,,,,,2020-02,5281600,2616242,2665358,7.162068965517242,4.244827586206896,9.700000000000005,2.648275862068966,3.3241379310344827,4.7655172413793085,1.7586206896551724
242,242,,,,,,,,,,,,,,,,,,,,,,,2020-03,2773554,1462008,1311546,6.8903225806451625,2.9709677419354845,10.441935483870964,6.370967741935482,1.6677419354838716,1.5580645161290323,0.5838709677419355
243,243,,,,,,,,,,,,,,,,,,,,,,,2020-04,133752,74778,58974,11.046666666666663,5.33,16.59,8.97,0.57,0.3966666666666666,0.1566666666666666
244,244,,,,,,,,,,,,,,,,,,,,,,,2020-05,220120,116888,103232,13.248387096774191,7.564516129032258,18.270967741935483,10.806451612903226,0.2935483870967741,0.3225806451612903,0.1451612903225806
245,245,,,,,,,,,,,,,,,,,,,,,,,2020-06,526544,251076,275468,17.29333333333333,12.859999999999998,21.856666666666666,7.956666666666668,1.4333333333333331,2.996666666666667,1.4200000000000004
246,246,,,,,,,,,,,,,,,,,,,,,,,2020-07,1690515,760514,930001,17.009677419354837,12.59677419354839,21.09354838709677,7.090322580645161,2.161290322580645,2.045161290322581,0.6516129032258066
247,247,,,,,,,,,,,,,,,,,,,,,,,2020-08,2242935,1198701,1044234,20.5483870967742,15.7258064516129,25.50967741935484,7.509677419354841,1.1806451612903224,2.5612903225806454,1.1645161290322583
248,248,,,,,,,,,,,,,,,,,,,,,,,2020-09,1547263,794910,752353,15.62,10.96,20.17666666666667,6.353333333333334,1.6866666666666668,2.88,1.0166666666666666
249,249,,,,,,,,,,,,,,,,,,,,,,,2020-10,1303123,658399,644724,11.506451612903229,8.290322580645162,14.570967741935483,2.454838709677419,2.629032258064516,3.874193548387097,1.464516129032258
250,250,,,,,,,,,,,,,,,,,,,,,,,2020-11,965071,486521,478550,9.123333333333337,5.723333333333333,12.189999999999998,2.9133333333333327,1.586666666666667,1.7466666666666666,0.6433333333333333
251,251,,,,,,,,,,,,,,,,,,,,,,,2020-12,1306018,609520,696498,5.609677419354839,2.838709677419355,7.987096774193549,1.5645161290322578,3.525806451612904,3.861290322580645,1.22258064516129
252,252,,,,,,,,,,,,,,,,,,,,,,,2021-01,909617,489232,420385,3.541935483870968,0.6580645161290322,5.977419354838709,1.9741935483870967,2.6967741935483875,2.490322580645161,0.6709677419354838
253,253,,,,,,,,,,,,,,,,,,,,,,,2021-02,519827,260596,259231,4.175,0.7607142857142855,7.582142857142856,4.317857142857143,2.314285714285714,1.682142857142857,0.5392857142857143
254,254,,,,,,,,,,,,,,,,,,,,,,,2021-03,676647,339259,337388,6.516129032258065,2.367741935483871,10.319354838709677,4.53225806451613,1.5806451612903225,1.1548387096774195,0.4064516129032258
255,255,,,,,,,,,,,,,,,,,,,,,,,2021-04,817876,400390,417486,6.686666666666667,2.003333333333333,10.956666666666669,7.223333333333334,1.3233333333333337,1.353333333333333,0.42
256,256,,,,,,,,,,,,,,,,,,,,,,,2021-05,1169673,581427,588246,11.167741935483871,6.535483870967742,15.38064516129032,6.783870967741937,2.1709677419354843,3.248387096774193,1.470967741935484
257,257,,,,,,,,,,,,,,,,,,,,,,,2021-06,1870330,899114,971216,17.80666666666667,12.809999999999995,22.44,8.446666666666665,1.34,3.54,2.1133333333333337
258,258,,,,,,,,,,,,,,,,,,,,,,,2021-07,3515159,1584635,1930524,17.990322580645163,13.803225806451614,22.351612903225806,6.432258064516129,0.6580645161290323,1.9580645161290324,1.238709677419355
259,259,,,,,,,,,,,,,,,,,,,,,,,2021-08,4479180,2368993,2110187,17.08064516129032,13.206451612903228,21.09032258064516,5.409677419354841,0.8870967741935484,2.980645161290324,1.8806451612903223
260,260,,,,,,,,,,,,,,,,,,,,,,,2021-09,4013477,2048412,1965065,16.51666666666667,12.206666666666669,21.050000000000004,6.13,0.3266666666666667,0.4866666666666666,0.23
